0,10000000000
0.5,10000000000
1,10000277778.33333
1.5,10000833348.76545
2,10001666751.54451
2.5,10002778048.40589
3,10004167322.57912
3.5,10005834683.79956
4,10007780263.32173
4.5,10010004213.93537
5,10012506714.98886
5.5,10015287967.41038
6,10018348193.73291
6.5,10021687643.13082
7,10025306586.4476
7.5,10029205316.22981
8,10033384151.77824
8.5,10037843434.18089
9,10042583526.35604
9.5,10047604818.11922
10,10052907721.22031
10.5,10058492669.39583
11,10064360123.45298
11.5,10070510566.30977
12,10076944503.05656
12.5,10083662466.05859
13,10090665009.99801
13.5,10097952711.94463
14,10105526176.47859
14.5,10113386030.73283
15,10121532924.47351
15.5,10129967535.2439
16,10138690563.40647
16.5,10147702732.2329
17,10157004793.07079
17.5,10166597520.38407
18,10176481711.85297
18.5,10186658193.56482
19,10197127815.05191
19.5,10207891449.40129
20,10218949998.47148
20.5,10230304387.92638
21,10241955567.35539
21.5,10253904515.51731
22,10266152235.36939
22.5,10278699754.19783
23,10291548128.89058
23.5,10304698440.96036
24,10318151796.6858
24.5,10331909332.41471
25,10345972209.58005
25.5,10360341614.85191
26,10375018765.47295
26.5,10390004904.26613
27,10405301299.79797
27.5,10420909251.74766
28,10436830085.90566
28.5,10453065154.34836
29,10469615840.84274
29.5,10486483555.83463
30,10503669736.63522
30.5,10521175852.86295
31,10539003401.42036
31.5,10557153906.69287
32,10575628926.02958
32.5,10594430044.70783
33,10613558876.14442
33.5,10633017067.41736
34,10652806294.21688
34.5,10672928261.0697
35,10693384706.90341
35.5,10714177399.98314
36,10735308138.14898
36.5,10756778754.42528
37,10778591111.94158
37.5,10800747104.18398
38,10823248660.65103
38.5,10846097741.75814
39,10869296339.10323
39.5,10892846481.17129
40,10916750228.22124
40.5,10941009672.56636
41,10965626944.32963
41.5,10990604206.31203
42,11015943654.28821
42.5,11041647522.81489
43,11067718080.0794
43.5,11094157628.21139
44,11120968509.14623
44.5,11148153099.45309
45,11175713810.66295
45.5,11203653095.1896
46,11231973441.13598
46.5,11260677372.63933
47,11289767455.85198
47.5,11319246293.72503
48,11349116526.37128
48.5,11379380837.10828
49,11410041947.21823
49.5,11441102616.32954
50,11472565648.52445
50.5,11504433887.07438
51,11536710214.84065
51.5,11569397560.44936
52,11602498893.00117
52.5,11636017222.49192
53,11669955606.05752
53.5,11704317142.65702
54,11739104973.51412
54.5,11774322288.43466
55,11809972320.46211
55.5,11846058346.34074
56,11882583692.90863
56.5,11919551731.72448
57,11956965879.55353
57.5,11994829604.83878
58,12033146422.2984
58.5,12071919893.43507
59,12111153633.08873
59.5,12150851304.00337
60,12191016617.36099
60.5,12231653339.41886
61,12272085748.38907
61.5,12312310919.02391
62,12352325929.51073
62.5,12392127867.9307
63,12431713832.6417
63.5,12471080926.44507
64,12510226263.10468
64.5,12549146967.72935
65,12587840170.87985
65.5,12626303015.1471
66,12664532655.53331
66.5,12702526253.49991
67,12740280983.60323
67.5,12777794033.87385
68,12815062599.80598
68.5,12852083891.04903
69,12888855131.78465
69.5,12925373554.65804
70,12961636407.52386
70.5,12997640953.82041
71,13033384466.44341
71.5,13068864234.54466
72,13104077563.90267
72.5,13139021770.73974
73,10949184808.94979
73.5,9124320674.124823
74,7603600561.770686
74.5,6336333801.475572
75,5280278167.89631
75.5,4400231806.580258
76,3666859838.816882
76.5,3055716532.347402
77,2546430443.622835
77.5,2122025369.685696
78,1768354474.73808
78.5,1473628728.9484
79,1228023940.790333
79.5,1023353283.991944
80,852794403.3266203
80.5,710662002.7721837
81,592218335.6434864
81.5,493515279.7029054
82,411262733.0857545
82.5,342718944.2381287
83,285599120.1984406
83.5,237999266.8320338
84,198332722.3600282
84.5,165277268.6333568
85,137731057.194464
85.5,114775880.9953867
86,95646567.49615558
86.5,79705472.91346298
87,66421227.42788582
87.5,55351022.85657151
88,46125852.38047626
88.5,38438210.31706355
89,32031841.93088629
89.5,26693201.60907191
90,22244334.67422659
90.5,18536945.5618555
91,15447454.63487958
91.5,12872878.86239965
92,10727399.05199971
92.5,8939499.209999759
93,7449582.6749998
93.5,6207985.562499833
94,5173321.302083194
94.5,4311101.085069329
95,3592584.237557774
95.5,2993820.197964812
96,2494850.164970676
96.5,2079041.80414223
97,1732534.836785192
97.5,1443779.030654327
98,1203149.192211939
98.5,1002624.326843283
99,835520.2723694022
99.5,696266.8936411685
100,580222.4113676405
100.5,483518.6761397004
101,402932.230116417
101.5,335776.8584303475
102,279814.0486919563
102.5,233178.3739099636
103,194315.3115916363
103.5,161929.4263263636
104,134941.188605303
104.5,112450.9905044192
105,93709.15875368264
105.5,78090.96562806887
106,65075.80469005739
106.5,54229.83724171449
107,45191.53103476208
107.5,37659.60919563507
108,31383.00766302923
108.5,26152.50638585769
109,21793.75532154808
109.5,18161.46276795673
110,15134.55230663061
110.5,12612.12692219217
111,10510.10576849348
111.5,8758.421473744565
112,7298.684561453805
112.5,6082.237134544837
113,5068.530945454031
113.5,4223.77578787836
114,3519.8131565653
114.5,2933.177630471083
115,2444.314692059236
115.5,2036.928910049364
116,1697.44075837447
116.5,1414.533965312058
117,1178.778304426715
117.5,982.3152536889295
118,818.5960447407746
118.5,682.1633706173121
119,568.4694755144268
119.5,473.724562928689
120,394.7704691072408
