0,10000000000
1,10000555571.54352
2,10002222469.70977
3,10005001250.20836
4,10008892841.23304
5,10013898538.97381
6,10020020013.34001
7,10027259308.89302
8,10035618840.97169
9,10045101402.04602
10,10055710163.27883
11,10067448671.26753
12,10080320855.04274
13,10094331028.26996
14,10109483886.61496
15,10125784515.40634
16,10143238392.49263
17,10161851386.24311
18,10181629763.89792
19,10202580195.10072
20,10224709750.55133
21,10248025911.07194
22,10272536571.84009
23,10298250041.71459
24,10325175053.05108
25,10353320766.66561
26,10382696771.85982
27,10413313097.02499
28,10445180215.37123
29,10478309045.68382
30,10512710963.75992
31,10548397808.94465
32,10585381885.65557
33,10623675975.70274
34,10663293345.67853
35,10704247749.29363
36,10746553440.63734
37,10790225182.47465
38,10835278249.44342
39,10881728442.31882
40,10929592097.27814
41,10978886090.01577
42,11029627851.08325
43,11081835376.18979
44,11135527231.2992
45,11190722569.12511
46,11247441140.5434
47,11305703300.7434
48,11365530026.9667
49,11426942931.11662
50,11489964267.04484
51,11554616949.63197
52,11620924568.68884
53,11688911397.46948
54,11758602413.20221
55,11830023312.38809
56,11903200520.64192
57,11978161214.79409
58,12054933339.70339
59,12133545619.53916
60,12214027581.58697
61,12295043381.51022
62,12375221459.95026
63,12454538479.53839
64,12532971237.86688
65,12610496684.95136
66,12687091928.22692
67,12762734243.67504
68,12837401093.34512
69,12911070130.15424
70,12983719208.91415
71,13055326403.83892
72,13125870013.08394
73,9933744851.38349
74,7118161819.947121
75,5100616983.120545
76,3654917416.402737
77,2618981461.444965
78,1876667271.498373
79,1344751805.14261
80,963600444.7343907
81,690481182.8780897
82,494773810.5705653
83,354536994.9201634
84,254048371.3599731
85,182041862.8109272
86,130444606.4277889
87,93471881.04624999
88,66978564.96781185
89,47994414.09473349
90,34391059.07096901
91,24643387.49272625
92,17658559.0418558
93,12653483.92248206
94,9067028.345688021
95,6497104.15923015
96,4655589.554427777
97,3336026.877221139
98,2390476.049366794
99,1712928.568296267
100,1227422.580060031
101,879526.5709998063
102,630236.8896104579
103,451604.931701321
104,323603.739639887
105,231882.7208427791
106,166158.7603569914
107,119063.35039984
108,85316.48513733395
109,61134.70359892295
110,43806.91466733522
111,31390.44862736521
112,22493.25871292168
113,16117.85462299378
114,11549.47093098268
115,8275.932616696951
116,5930.23360856937
117,4249.390646469718
118,3044.959449862304
119,2181.907671634871
120,1563.476021907086
